GeneID	Name	Start	End	P_1_trim	P_2_trim	P_3_trim	P_7_trim	P_8_trim	P_9_trim	E_1_trim	E_2_trim	E_3_trim	E_7_trim	E_8_trim	E_9_trim
rno-miR-323-5p	NC_005105.4	133861214	133861235	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-323-3p	NC_005105.4	133861249	133861269	3	0	0	3	0	0	0	0	0	0	6	0
rno-miR-758-5p	NC_005105.4	133861509	133861529	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-758-3p	NC_005105.4	133861544	133861565	0	0	0	0	0	0	0	0	9	0	0	0
rno-miR-329-5p	NC_005105.4	133862190	133862213	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-329-3p	NC_005105.4	133862228	133862249	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-494-5p	NC_005105.4	133864385	133864406	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-494-3p	NC_005105.4	133864418	133864440	6	6	0	3	0	3	3	0	0	0	0	0
rno-miR-1193-5p	NC_005105.4	133864729	133864748	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-1193-3p	NC_005105.4	133864764	133864785	0	0	0	0	0	0	0	0	3	0	0	0
rno-miR-666-5p	NC_005105.4	133866541	133866560	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-666-3p	NC_005105.4	133866578	133866600	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-543-5p	NC_005105.4	133866673	133866693	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-543-3p	NC_005105.4	133866708	133866728	0	0	0	0	0	0	0	0	3	0	0	0
rno-miR-495	NC_005105.4	133868336	133868357	0	0	0	3	6	0	0	3	0	0	0	0
rno-miR-667-5p	NC_005105.4	133869584	133869607	0	0	0	0	3	0	0	0	0	0	0	0
rno-miR-667-3p	NC_005105.4	133869625	133869646	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-376c-5p	NC_005105.4	133872453	133872473	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-376c-3p	NC_005105.4	133872490	133872510	0	0	0	0	0	0	3	0	0	0	0	0
rno-miR-376b-5p	NC_005105.4	133873110	133873131	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-376b-3p	NC_005105.4	133873147	133873167	0	0	0	3	0	0	0	0	0	0	0	0
rno-miR-3595	NC_005105.4	133873655	133873673	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-376a-5p	NC_005105.4	133873617	133873637	0	0	0	0	0	3	0	6	0	0	0	0
rno-miR-376a-3p	NC_005105.4	133873655	133873675	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-300-5p	NC_005105.4	133874157	133874178	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-300-3p	NC_005105.4	133874202	133874223	3	6	3	3	3	0	6	15	3	9	0	0
rno-miR-381-5p	NC_005105.4	133876615	133876636	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-381-3p	NC_005105.4	133876656	133876673	18	6	6	21	12	24	15	12	3	12	3	9
rno-miR-487b-5p	NC_005105.4	133877136	133877158	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-487b-3p	NC_005105.4	133877173	133877194	0	0	3	0	0	0	6	6	0	0	3	0
rno-miR-3576	NC_005105.4	133877840	133877861	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-539-5p	NC_005105.4	133877840	133877861	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-539-3p	NC_005105.4	133877880	133877901	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-6331	NC_005105.4	133878608	133878631	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-544-5p	NC_005105.4	133879180	133879199	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-544-3p	NC_005105.4	133879215	133879235	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-3592	NC_005105.4	133884226	133884246	0	3	0	0	0	0	0	0	0	0	0	0
rno-miR-382-5p	NC_005105.4	133884190	133884211	0	0	0	3	0	0	0	0	0	0	0	0
rno-miR-382-3p	NC_005105.4	133884226	133884246	0	3	0	0	0	0	0	0	0	0	0	0
rno-miR-134-5p	NC_005105.4	133884554	133884575	3	0	0	0	0	0	0	9	0	9	0	0
rno-miR-134-3p	NC_005105.4	133884593	133884614	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-668	NC_005105.4	133885183	133885206	0	0	0	0	0	0	0	6	0	0	6	0
rno-miR-485-5p	NC_005105.4	133885310	133885331	0	0	0	0	0	0	0	3	0	0	0	0
rno-miR-485-3p	NC_005105.4	133885349	133885370	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-154-5p	NC_005105.4	133888600	133888621	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-154-3p	NC_005105.4	133888636	133888657	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-496-5p	NC_005105.4	133889296	133889315	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-496-3p	NC_005105.4	133889331	133889351	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-377-5p	NC_005105.4	133890697	133890718	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-377-3p	NC_005105.4	133890732	133890754	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-541-5p	NC_005105.4	133892668	133892692	3	21	15	3	18	12	0	9	0	3	0	12
rno-miR-541-3p	NC_005105.4	133892710	133892732	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-409b	NC_005105.4	133893463	133893485	6	12	3	3	12	9	6	15	18	15	6	6
rno-miR-409a-5p	NC_005105.4	133893432	133893454	0	0	0	3	0	0	3	0	0	0	0	0
rno-miR-409a-3p	NC_005105.4	133893465	133893484	0	3	0	0	6	0	0	9	6	6	3	0
rno-miR-412-5p	NC_005105.4	133893579	133893598	0	0	0	0	0	0	0	3	0	0	0	0
rno-miR-412-3p	NC_005105.4	133893615	133893636	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-3578	NC_005105.4	133893706	133893727	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-369-5p	NC_005105.4	133893706	133893727	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-369-3p	NC_005105.4	133893741	133893761	9	3	3	0	6	12	18	0	3	9	6	3
rno-miR-410-5p	NC_005105.4	133894007	133894027	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-410-3p	NC_005105.4	133894042	133894062	9	0	12	24	9	6	21	21	3	24	12	3
rno-miR-3072	NC_005105.4	133898858	133898880	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-1247-3p	NC_005105.4	134626107	134626127	3	0	0	0	3	12	3	0	0	0	0	0
rno-miR-1247-5p	NC_005105.4	134626143	134626164	42	15	15	33	39	42	27	18	12	72	12	12
rno-miR-203b-3p	NC_005105.4	136704972	136704993	0	15	3	0	0	6	6	0	6	18	0	6
rno-miR-203b-5p	NC_005105.4	136705012	136705031	189	651	285	225	228	336	366	231	261	621	168	246
rno-miR-203a-5p	NC_005105.4	136704974	136704994	0	6	0	0	0	0	0	0	0	3	0	6
rno-miR-203a-3p	NC_005105.4	136705012	136705033	189	651	285	225	228	336	366	231	261	621	168	246
rno-miR-153-5p	NC_005105.4	145105077	145105099	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-153-3p	NC_005105.4	145105116	145105137	0	0	0	6	3	3	6	3	0	0	0	6
rno-miR-3593-3p	NC_005105.4	76661814	76661835	3	0	0	0	0	0	0	0	0	3	0	0
rno-miR-3593-5p	NC_005105.4	76661846	76661867	0	0	0	0	6	0	0	0	0	0	0	0
rno-miR-30b-3p	NC_005106.4	109282674	109282694	0	0	0	0	3	0	0	0	0	0	0	0
rno-miR-30b-5p	NC_005106.4	109282711	109282732	13707	48816	22770	15087	28254	31860	23988	23019	24198	49740	29400	31551
rno-miR-30d-3p	NC_005106.4	109286472	109286493	276	1005	516	342	573	642	474	459	426	1026	312	429
rno-miR-30d-5p	NC_005106.4	109286512	109286533	41121	128112	54756	45084	94572	68196	81171	58320	85224	144405	29946	84297
rno-miR-3586-5p	NC_005106.4	114485566	114485582	25035	70881	33678	22242	24000	49476	51555	21411	26862	98832	21660	26415
rno-miR-3586-3p	NC_005106.4	114485606	114485628	23604	48036	13383	18378	30327	18786	58479	9630	19932	75231	12480	16845
rno-miR-151-3p	NC_005106.4	114485573	114485593	17775	54888	25392	15894	18393	37629	39399	16749	21360	77361	16752	20046
rno-miR-151-5p	NC_005106.4	114485608	114485628	14295	34095	8616	10890	21180	11883	43503	6438	13482	55236	8424	11526
rno-miR-33-5p	NC_005106.4	123431617	123431637	9	30	0	0	6	12	12	0	3	30	9	12
rno-miR-33-3p	NC_005106.4	123431657	123431677	3	36	6	12	12	12	18	12	12	6	21	12
rno-miR-1249	NC_005106.4	125861222	125861243	768	2322	1209	789	1233	1752	1773	573	924	3585	1086	1032
rno-let-7c-5p	NC_005106.4	126590225	126590246	33180	27366	19167	28641	16581	30255	16944	15939	19521	32463	12033	20712
rno-let-7c-2-3p	NC_005106.4	126590273	126590294	141	258	129	123	99	183	141	48	72	216	96	75
rno-let-7b-5p	NC_005106.4	126590633	126590654	15300	9294	7119	12222	7320	10317	5640	4953	6714	9681	3954	7593
rno-let-7b-3p	NC_005106.4	126590687	126590708	252	366	165	216	180	216	156	96	168	225	78	126
rno-miR-349	NC_005106.4	130146533	130146554	0	0	0	0	0	0	3	0	0	3	0	0
rno-miR-196a-5p	NC_005106.4	144584259	144584280	0	0	0	0	0	0	0	0	0	6	0	0
rno-miR-196a-3p	NC_005106.4	144584295	144584316	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-615	NC_005106.4	144629035	144629056	0	0	0	0	3	0	0	0	0	6	0	0
rno-miR-148b-5p	NC_005106.4	144912061	144912082	132	342	96	138	180	234	249	66	120	366	117	123
rno-miR-148b-3p	NC_005106.4	144912098	144912119	2748	7452	3645	3066	3135	5541	4902	2358	2898	9789	2139	3582
rno-miR-3561-3p	NC_005106.4	26427741	26427761	0	0	0	0	0	3	3	3	0	3	0	0
rno-miR-3561-5p	NC_005106.4	26427785	26427805	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-135a-3p	NC_005106.4	32894894	32894915	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-135a-5p	NC_005106.4	32894932	32894954	0	0	0	0	0	0	0	3	0	0	0	0
rno-miR-331-3p	NC_005106.4	34881110	34881130	240	1110	405	273	402	579	543	294	312	1281	501	402
rno-miR-331-5p	NC_005106.4	34881166	34881184	33	174	90	60	69	108	72	48	102	177	36	72
rno-miR-3084d	NC_005106.4	66663845	66663866	0	3	0	0	3	0	0	0	3	6	0	0
rno-let-7i-5p	NC_005106.4	66802736	66802757	60435	140925	73749	58674	68127	121470	98154	62049	65067	186120	51405	71037
rno-let-7i-3p	NC_005106.4	66802792	66802813	66	159	30	30	111	60	132	27	66	222	63	51
rno-miR-875	NC_005106.4	74423274	74423295	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-6330	NC_005107.4	113718156	113718177	0	0	0	0	0	0	0	0	0	0	0	0
rno-let-7g-5p	NC_005107.4	114874463	114874484	26850	74619	40080	29244	39375	60528	47757	27792	32361	98067	24501	40443
rno-let-7g-3p	NC_005107.4	114874520	114874540	18	33	18	12	24	21	39	3	21	51	6	12
rno-miR-191b	NC_005107.4	117354419	117354439	114	216	144	141	186	138	141	42	117	315	93	111
rno-miR-191a-5p	NC_005107.4	117354378	117354400	77721	232059	106650	83154	103035	150660	147126	71166	116082	272523	78447	114933
rno-miR-191a-3p	NC_005107.4	117354420	117354441	114	210	135	138	183	138	138	39	114	306	87	108
rno-miR-425-5p	NC_005107.4	117354831	117354853	2835	8160	4290	3084	4014	5394	4695	2754	4179	7920	2535	5145
rno-miR-425-3p	NC_005107.4	117354872	117354892	15	45	33	27	51	15	27	9	12	45	3	21
rno-miR-711	NC_005107.4	117711609	117711630	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-128-3p	NC_005107.4	120378957	120378977	2163	7395	2766	1992	3717	3525	4896	2283	2838	9801	2196	3501
rno-miR-128-2-5p	NC_005107.4	120378994	120379014	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-26a-5p	NC_005107.4	127714456	127714477	100905	198612	90513	91476	94608	117174	118554	52842	88989	211419	68538	95364
rno-miR-26a-3p	NC_005107.4	127714495	127714515	0	0	0	3	0	0	3	0	0	0	0	0
rno-miR-138-5p	NC_005107.4	131731748	131731770	147	489	174	213	150	294	81	108	198	165	318	267
rno-miR-138-1-3p	NC_005107.4	131731786	131731807	12	3	0	9	9	0	0	0	6	6	0	6
rno-miR-100-5p	NC_005107.4	45746960	45746981	3333	1902	702	2454	1047	1011	945	300	507	984	246	462
rno-miR-100-3p	NC_005107.4	45746995	45747013	0	0	0	3	0	3	0	0	0	0	0	0
rno-miR-3596a	NC_005107.4	45753280	45753301	73452	87438	59928	64842	59145	97368	60744	58254	60717	115890	42699	67791
rno-let-7a-5p	NC_005107.4	45753280	45753301	73452	87438	59928	64842	59145	97368	60744	58254	60717	115890	42699	67791
rno-let-7a-2-3p	NC_005107.4	45753325	45753346	3	0	0	0	0	3	0	0	0	0	0	0
rno-miR-125b-5p	NC_005107.4	45798274	45798295	6198	11985	3009	4479	7509	4029	12150	1962	4263	16179	2562	3531
rno-miR-125b-1-3p	NC_005107.4	45798314	45798335	15	60	18	12	24	39	27	12	21	60	30	21
rno-miR-34c-3p	NC_005107.4	55492034	55492055	27	60	6	24	27	18	27	12	66	72	27	36
rno-miR-34c-5p	NC_005107.4	55492066	55492088	1986	6567	1416	2082	2067	2430	2235	1215	2874	4083	2085	3207
rno-miR-34b-3p	NC_005107.4	55492554	55492575	327	765	132	246	336	234	282	135	588	456	249	576
rno-miR-34b-5p	NC_005107.4	55492590	55492612	72	315	48	117	72	117	93	78	102	111	84	138
rno-miR-6329	NC_005107.4	56629648	56629670	627	2301	1119	582	726	1860	1197	543	720	2076	348	813
rno-miR-190*	NC_005107.4	73030060	73030081	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-190	NC_005107.4	73030096	73030117	3	0	6	3	0	0	0	0	3	0	0	3
rno-miR-628	NC_005107.4	79679478	79679499	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-184	NC_005107.4	97175666	97175687	138	207	234	69	192	210	309	72	144	474	36	195
rno-miR-7b	NC_005108.4	10812491	10812513	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-149-5p	NC_005108.4	100016455	100016477	9	12	6	24	18	18	9	27	21	12	9	12
rno-miR-149-3p	NC_005108.4	100016501	100016518	0	3	0	0	0	0	0	0	0	0	0	0
rno-miR-206-5p	NC_005108.4	26791776	26791797	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-206-3p	NC_005108.4	26791814	26791835	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-133b-5p	NC_005108.4	26795659	26795679	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-133b-3p	NC_005108.4	26795696	26795717	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-30a-5p	NC_005108.4	29542640	29542661	82080	195057	93450	79068	93270	146682	114513	73341	68904	198414	56328	72069
rno-miR-30a-3p	NC_005108.4	29542681	29542702	4821	6552	4173	3897	3783	6774	4077	3537	3207	7908	1989	2931
rno-miR-30c-5p	NC_005108.4	29562389	29562411	22692	48645	24957	21567	24261	34629	31320	17256	21804	59526	22776	24504
rno-miR-30c-2-3p	NC_005108.4	29562429	29562450	1650	2043	1362	1533	1497	2388	1290	1191	1284	2490	750	1311
rno-miR-26b-5p	NC_005108.4	81675289	81675309	19002	43497	24456	19668	19503	30402	21057	13947	18525	47145	12114	24192
rno-miR-26b-3p	NC_005108.4	81675325	81675346	252	645	351	306	315	516	363	276	360	600	486	351
rno-miR-375-3p	NC_005108.4	82161725	82161746	12	27	9	6	9	9	18	6	9	42	3	9
rno-miR-375-5p	NC_005108.4	82161759	82161781	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-484	NC_005109.4	27855	27876	243	1359	102	189	756	135	834	252	450	1392	633	483
rno-miR-3568	NC_005109.4	10855092	10855113	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-297	NC_005109.4	101696312	101696334	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-3577	NC_005109.4	104340773	104340793	267	504	327	183	264	495	246	135	213	456	141	219
rno-miR-3065-5p	NC_005109.4	109195254	109195273	399	1374	231	393	495	327	1011	240	399	1608	327	366
rno-miR-3065-3p	NC_005109.4	109195293	109195316	60	165	39	45	42	33	75	39	51	186	48	21
rno-miR-338-3p	NC_005109.4	109195254	109195276	399	1374	231	393	495	327	1011	240	399	1608	327	366
rno-miR-338-5p	NC_005109.4	109195290	109195311	120	357	60	93	114	81	165	63	126	333	123	51
rno-miR-3594-3p	NC_005109.4	109244639	109244660	12	24	0	6	9	15	30	0	6	30	0	6
rno-miR-3594-5p	NC_005109.4	109244674	109244694	3	6	3	3	6	6	9	0	6	3	3	0
rno-miR-3562	NC_005109.4	109246809	109246830	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-3547	NC_005109.4	14603142	14603164	0	0	6	0	3	0	0	0	0	6	3	3
rno-miR-218a-5p	NC_005109.4	20428685	20428705	24	18	12	39	12	9	6	12	9	21	0	15
rno-miR-218a-2-3p	NC_005109.4	20428727	20428748	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-103-1-5p	NC_005109.4	20606729	20606752	0	3	0	0	3	0	3	0	3	9	6	0
rno-miR-103-3p	NC_005109.4	20606766	20606788	8727	31185	14880	8757	13086	22281	18504	10386	11694	36942	8679	13158
rno-miR-146a-3p	NC_005109.4	28962499	28962519	63	171	36	36	81	39	174	12	60	258	30	39
rno-miR-146a-5p	NC_005109.4	28962533	28962554	53592	192729	88929	50937	94374	93954	197211	33471	61380	245001	54984	78747
rno-miR-336-5p	NC_005109.4	35349771	35349791	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-336-3p	NC_005109.4	35349807	35349830	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-324-5p	NC_005109.4	56621141	56621163	249	483	243	192	225	264	357	144	234	501	111	204
rno-miR-324-3p	NC_005109.4	56621176	56621197	135	549	129	135	159	195	330	111	162	600	114	216
rno-miR-497-5p	NC_005109.4	56844978	56844999	1998	936	663	1833	438	1017	225	384	447	390	495	327
rno-miR-497-3p	NC_005109.4	56845017	56845039	6	0	3	3	0	9	0	0	0	0	0	0
rno-miR-195-5p	NC_005109.4	56845315	56845335	2055	738	624	1620	483	642	252	189	330	390	231	312
rno-miR-195-3p	NC_005109.4	56845353	56845375	489	162	192	459	78	282	30	60	63	105	63	48
rno-miR-212-5p	NC_005109.4	62014733	62014756	27	111	54	39	54	42	87	24	27	81	33	60
rno-miR-212-3p	NC_005109.4	62014773	62014794	189	591	246	159	234	450	369	117	354	597	201	363
rno-miR-132-5p	NC_005109.4	62015017	62015038	30	72	57	21	63	48	69	18	45	42	48	39
rno-miR-132-3p	NC_005109.4	62015053	62015074	1227	3231	2028	1050	1254	2499	1053	861	1698	2397	870	2073
rno-miR-6326	NC_005109.4	62299402	62299424	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-22-5p	NC_005109.4	62299610	62299631	99	339	117	105	204	165	237	60	87	354	57	132
rno-miR-22-3p	NC_005109.4	62299648	62299669	319077	1008114	401094	342552	503841	569919	662919	303897	408810	1199889	251046	407094
rno-miR-423-5p	NC_005109.4	63098376	63098399	29613	71892	37629	28806	38571	59379	49683	30582	41958	93438	27453	41205
rno-miR-423-3p	NC_005109.4	63098412	63098434	14091	36234	15546	12183	23685	20628	28512	8955	16341	49653	7020	17685
rno-miR-451-3p	NC_005109.4	65291210	65291232	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-451-5p	NC_005109.4	65291238	65291259	6	3	12	12	18	6	9	12	3	21	3	3
rno-miR-144-3p	NC_005109.4	65291379	65291398	3	0	0	0	0	0	0	0	0	0	0	0
rno-miR-144-5p	NC_005109.4	65291413	65291435	6	0	0	0	0	0	0	0	0	0	0	0
rno-miR-3549	NC_005109.4	67065916	67065934	0	0	0	3	0	9	0	6	6	6	12	12
rno-miR-193a-5p	NC_005109.4	67065915	67065936	3	9	6	6	0	12	6	6	12	30	18	15
rno-miR-193a-3p	NC_005109.4	67065949	67065970	207	396	330	183	186	369	219	126	99	534	342	156
rno-miR-365-5p	NC_005109.4	67079810	67079826	39	45	75	69	36	75	45	45	27	51	12	54
rno-miR-365-3p	NC_005109.4	67079850	67079871	66	66	54	33	114	78	102	57	30	174	24	57
rno-miR-632	NC_005109.4	67763011	67763029	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-6327	NC_005109.4	68977641	68977659	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-21-3p	NC_005109.4	73902225	73902246	2904	12306	3045	3666	4530	7014	5214	4704	2925	16518	1083	3261
rno-miR-21-5p	NC_005109.4	73902263	73902284	136968	364008	214551	138831	190737	345384	233313	172818	141915	439389	112728	152631
rno-miR-301a-5p	NC_005109.4	74417769	74417789	15	24	9	9	9	24	0	3	3	21	12	6
rno-miR-301a-3p	NC_005109.4	74417806	74417828	657	1044	576	636	555	1131	585	432	534	1116	216	462
rno-miR-142-5p	NC_005109.4	75050854	75050874	8826	34047	7752	8934	15045	14631	16659	9243	13824	29547	9582	12435
rno-miR-142-3p	NC_005109.4	75050890	75050912	2598	9141	3750	3042	4824	5043	4386	2883	3585	8574	4065	4074
rno-miR-196c-5p	NC_005109.4	84113588	84113609	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-196c-3p	NC_005109.4	84113625	84113646	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-10a-5p	NC_005109.4	84165971	84165993	475947	277944	214572	384108	158334	284259	89787	84846	101031	141480	85413	96204
rno-miR-10a-3p	NC_005109.4	84166012	84166033	183	144	84	216	42	147	51	66	84	93	24	69
rno-miR-152-5p	NC_005109.4	84719333	84719355	21	33	12	18	6	12	6	0	0	12	3	6
rno-miR-152-3p	NC_005109.4	84719371	84719391	864	357	330	624	234	375	153	90	153	204	72	126
rno-miR-3064-3p	NC_005109.4	94982053	94982076	3	3	3	0	0	0	3	0	3	6	0	3
rno-miR-3064-5p	NC_005109.4	94982094	94982113	18	21	6	9	6	30	9	3	18	24	9	27
rno-miR-99a-5p	NC_005110.4	16052165	16052186	4836	15444	4224	4131	6999	5394	16893	2787	4599	21570	3204	4092
rno-miR-99a-3p	NC_005110.4	16052202	16052223	285	459	198	168	261	378	285	147	111	576	120	174
rno-let-7c-5p	NC_005110.4	16052888	16052909	36117	29511	20562	30243	18366	32316	16203	17565	21444	32721	13203	22209
rno-let-7c-1-3p	NC_005110.4	16052933	16052954	21	45	21	33	18	42	36	9	24	63	36	30
rno-miR-3588	NC_005110.4	16097362	16097383	6120	11100	2802	4557	7074	3915	12009	2004	4095	15873	2790	3438
rno-miR-125b-5p	NC_005110.4	16097362	16097383	6120	11100	2802	4557	7074	3915	12009	2004	4095	15873	2790	3438
rno-miR-125b-2-3p	NC_005110.4	16097401	16097422	1485	3444	1824	1323	1665	2526	2823	1281	1515	4890	987	1590
rno-miR-155-5p	NC_005110.4	24176606	24176628	29454	75870	35163	30411	47046	47670	45657	27090	38052	79380	23325	48714
rno-miR-155-3p	NC_005110.4	24176645	24176665	240	456	162	306	477	423	165	147	180	561	303	300
rno-miR-802-5p	NC_005110.4	33570272	33570292	0	0	0	0	0	0	9	0	0	0	0	0
rno-miR-802-3p	NC_005110.4	33570310	33570332	0	0	3	0	6	0	6	3	0	3	0	0
rno-miR-6324	NC_005110.4	36383559	36383581	9	15	3	6	6	9	6	0	9	6	0	0
rno-miR-6325	NC_005110.4	36729329	36729351	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-568	NC_005110.4	61996089	61996108	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-28-3p	NC_005110.4	79380534	79380555	20712	60606	29553	18786	22350	46611	33213	17805	23382	62262	14907	25116
rno-miR-28-5p	NC_005110.4	79380574	79380595	5550	12078	5289	4323	6174	7533	8136	3468	5262	14871	3873	5850
rno-miR-1224	NC_005110.4	83992692	83992712	0	3	0	6	0	0	0	3	0	3	0	0
rno-miR-6323	NC_005110.4	84827092	84827116	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-185-5p	NC_005110.4	86812715	86812736	27	99	39	24	60	66	57	9	15	123	21	57
rno-miR-185-3p	NC_005110.4	86812759	86812777	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-1306-5p	NC_005110.4	86857641	86857662	108	168	75	69	81	108	48	30	90	186	84	87
rno-miR-1306-3p	NC_005110.4	86857680	86857701	18	24	0	12	9	9	27	12	3	6	12	15
rno-miR-301b-5p	NC_005110.4	88129435	88129456	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-301b-3p	NC_005110.4	88129470	88129492	9	18	15	6	12	30	3	3	18	12	3	33
rno-miR-130b-5p	NC_005110.4	88129785	88129806	165	243	159	150	282	267	90	120	183	189	135	300
rno-miR-130b-3p	NC_005110.4	88129823	88129844	258	498	177	261	306	378	102	189	333	207	159	396
rno-miR-339-5p	NC_005111.4	17369017	17369039	1632	5664	1461	1311	3441	2025	4236	1287	2175	7356	1221	2106
rno-miR-339-3p	NC_005111.4	17369052	17369074	2304	8952	3288	2415	4950	4791	6390	2739	3405	12669	3102	4377
rno-miR-25-3p	NC_005111.4	19307351	19307372	17820	38898	22182	17163	20214	36405	20172	16305	18393	42006	10872	20061
rno-miR-25-5p	NC_005111.4	19307389	19307410	72	75	36	45	63	39	75	18	51	84	33	54
rno-miR-93-3p	NC_005111.4	19307555	19307577	102	207	45	93	63	81	96	36	69	195	30	75
rno-miR-93-5p	NC_005111.4	19307593	19307615	3528	10863	5238	3510	5073	7296	5463	3555	4818	10983	3054	5496
rno-miR-106b-3p	NC_005111.4	19307761	19307782	981	2289	1392	879	915	2205	1326	987	1047	2634	609	1209
rno-miR-106b-5p	NC_005111.4	19307802	19307822	363	1059	411	372	783	585	606	267	462	1140	306	480
rno-miR-702-3p	NC_005111.4	22721850	22721872	24	84	27	18	48	33	51	18	27	111	21	36
rno-miR-702-5p	NC_005111.4	22721932	22721952	0	0	0	0	3	0	9	0	0	0	3	6
rno-miR-6322	NC_005111.4	26825090	26825111	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-664-2-5p	NC_005112.4	103192581	103192601	291	864	549	300	342	639	639	273	357	1125	255	420
rno-miR-664-3p	NC_005112.4	103192618	103192639	330	1083	333	267	501	441	870	216	501	1584	246	510
rno-miR-194-5p	NC_005112.4	103250590	103250611	78	258	150	129	108	186	162	69	57	309	99	114
rno-miR-205	NC_005112.4	112233336	112233358	33	24	3	0	3	3	6	9	12	21	9	27
rno-miR-29b-2*	NC_005112.4	113782067	113782088	0	27	15	3	0	3	15	6	12	27	3	6
rno-miR-29b	NC_005112.4	113782108	113782130	57	258	45	63	156	105	231	48	78	246	54	60
rno-miR-3556b	NC_005112.4	113782638	113782657	702	2262	762	762	1116	1041	1737	651	807	2712	924	834
rno-miR-29c*	NC_005112.4	113782600	113782621	12	60	36	30	30	51	63	24	15	87	45	45
rno-miR-29c	NC_005112.4	113782638	113782659	702	2262	762	762	1116	1041	1737	651	807	2712	924	834
rno-miR-350	NC_005112.4	43827552	43827575	18	48	15	18	27	18	18	9	24	78	30	18
rno-miR-3473	NC_005112.4	44719374	44719395	9	18	15	12	3	12	15	9	9	33	15	6
rno-miR-128-1-5p	NC_005112.4	44916548	44916568	69	171	81	48	63	177	87	84	90	198	30	81
rno-miR-128-3p	NC_005112.4	44916583	44916603	4365	12693	4776	4038	7086	6693	7785	3849	5649	17277	4056	6006
